d_name,sat_num_tst_takr,sat_num_erw_over_benchmark,sat_pct_erw_over_benchmark,sat_num_math_over_benchmark,sat_pct_math_over_benchmark,sat_enroll,sat_tot_num_both_over_benchmark,sat_pct_both_over_benchmark,annual_expense_of_ed,current_expense_ada,current_expense_per_ada,lea_type,avg_tchr_sex,avg_tchr_age,avg_tchr_edu_lvl,avg_tchr_yrs_tching,avg_tchr_yrs_in_dstrct,tchrs_per_district,cumulative_enrollment,cum_enrollment_sed,socio_ec_disadv_pct,student_teacher_ratio,act_enroll,act_num_tst_takr,act_avg_scr_read,act_avg_scr_eng,act_avg_scr_math,act_avg_scr_sci,act_num_ge_21,act_pct_ge_21
San Lorenzo Valley Unified,100.0,75.0,0.8325,53.0,0.5874999999999999,680.0,123.0,0.7145,27394860.62,2191.04,12503.131216226086,Unified,0.8295081967213115,46.02622950819672,4.914754098360656,12.131147540983607,8.314754098360655,305,5610.0,1361.0,0.24260249554367203,18.39344262295082,122.0,12.5,26.0,26.0,23.5,25.0,17.0,0.755
San Luis Coastal Unified,370.0,342.0,0.9274,294.0,0.7861666666666668,1141.0,429.0,0.8481333333333333,96158404.77,7235.1,13290.542600655139,Unified,0.7377398720682303,44.637526652452024,4.59275053304904,14.955223880597014,10.582089552238806,469,8151.0,3094.0,0.379585326953748,17.37953091684435,386.0,116.0,26.0,25.0,24.333333333333332,24.0,93.33333333333333,0.7963
San Marino Unified,240.0,228.0,0.95,224.0,0.9333,530.0,316.0,0.9634,40602014.46,2903.36,13984.491919706823,Unified,0.786096256684492,45.481283422459896,6.13903743315508,17.032085561497325,11.566844919786096,187,3060.0,249.0,0.08137254901960785,16.363636363636363,272.0,95.0,28.0,29.0,29.0,27.0,86.0,0.9053
San Mateo Union High,1952.0,1740.0,0.88975,1486.0,0.7513,4740.0,1868.0,0.8158,164053046.48,8474.8,19357.74844008118,High,0.61,43.971666666666664,5.763333333333334,15.111666666666666,10.465,600,10008.0,2789.0,0.27867705835331735,16.68,576.125,132.25,26.5,26.25,25.875,25.625,108.0,0.8006125000000001
San Pasqual Valley Unified,38.0,12.0,0.31579999999999997,6.0,0.15789999999999998,101.0,2.0,0.0588,15094511.35,645.87,23370.81974700791,Unified,0.8035714285714286,48.30357142857143,3.857142857142857,15.732142857142858,11.285714285714286,56,784.0,722.0,0.9209183673469388,14.0,45.5,6.0,,,,,,
San Rafael City High,490.0,390.0,0.7956333333333334,294.0,0.6007333333333333,1314.0,404.0,0.7238000000000001,37237637.81,2490.36,14952.71278449702,High,0.564935064935065,47.12337662337662,4.863636363636363,12.474025974025974,9.344155844155845,154,2797.0,1590.0,0.5684662138005006,18.162337662337663,410.0,93.33333333333333,24.333333333333332,23.333333333333332,23.0,22.666666666666668,60.666666666666664,0.6551333333333333
San Ramon Valley Unified,1866.0,1780.0,0.9545999999999999,1589.0,0.84742,5378.0,2878.0,0.92308,339618872.5,31055.22,10935.967367160818,Unified,0.8002232142857143,44.24609375,5.204799107142857,14.225446428571429,10.522879464285714,1792,33121.0,2375.0,0.07170677213852239,18.482700892857142,869.1666666666666,359.0,27.8,27.6,27.0,26.8,387.0,0.89902
Sanger Unified,670.0,408.0,0.6229,246.0,0.37555,1626.0,239.0,0.54555,126812104.77,10417.61,12172.85968374704,Unified,0.6917900403768507,40.99596231493943,4.386271870794078,12.471063257065948,10.76043068640646,743,13256.0,9438.0,0.7119794809897405,17.841184387617766,412.0,31.0,21.0,19.0,20.0,20.5,26.5,0.43084999999999996
Santa Ana Unified,6298.0,2325.0,0.40349166666666664,1580.0,0.25466666666666665,8087.0,1412.0,0.47519,625032698.53,44928.91,13911.592747965618,Unified,0.7087087087087087,45.70307807807808,5.645645645645645,15.853228228228229,13.875,2664,54460.0,45651.0,0.8382482556004407,20.442942942942942,768.9,232.4,19.7,18.3,19.3,19.2,82.0,0.33905
Santa Barbara Unified,1080.0,943.0,0.8803500000000001,750.0,0.6985,3120.0,1011.0,0.798,166324897.83,12603.35,13196.880022375004,Unified,0.6823266219239373,43.44519015659955,5.321029082774049,14.381431767337808,11.91834451901566,894,15501.0,8241.0,0.5316431197987227,17.338926174496645,654.0,158.0,25.0,24.75,24.0,24.0,139.5,0.715375
Santa Clara Unified,574.0,482.0,0.8617,387.0,0.6988,2112.0,805.0,0.51815,279246633.25,14598.03,19129.062842726038,Unified,0.7884187082405345,45.702672605790646,4.788418708240535,13.325167037861915,12.174832962138085,898,16523.0,7071.0,0.42794891968770804,18.399777282850778,440.0,77.2,25.333333333333332,25.0,24.666666666666668,24.333333333333332,89.66666666666667,0.7156666666666667
Santa Maria Joint Union High,834.0,572.0,0.686875,412.0,0.495175,3687.0,374.0,0.50075,100586863.54,7651.84,13145.447832155403,High,0.5379146919431279,45.26777251184834,4.424170616113744,12.327014218009479,11.298578199052132,422,8874.0,7239.0,0.8157538877620013,21.028436018957347,915.0,121.5,19.75,18.75,20.5,19.75,46.5,0.39385
Santa Monica-Malibu Unified,718.0,626.0,0.8795999999999999,506.0,0.7229666666666666,1643.0,568.0,0.8373333333333334,157457042.97,10070.34,15635.722624062346,Unified,0.7256637168141593,45.02949852507375,5.404129793510324,14.85693215339233,12.569321533923304,678,10945.0,3159.0,0.2886249428962997,16.14306784660767,590.3333333333334,186.66666666666666,26.666666666666668,26.0,24.666666666666668,24.666666666666668,147.33333333333334,0.7860333333333334
Santa Paula Unified,190.0,136.0,0.7158,90.0,0.47369999999999995,743.0,114.0,0.4914,67356343.91,5020.07,13417.41129306962,Unified,0.7292307692307692,44.40615384615385,4.96,13.052307692307693,11.123076923076923,325,5548.0,4931.0,0.888788752703677,17.07076923076923,400.5,126.0,20.0,18.0,19.0,20.0,44.0,0.3492
Santa Ynez Valley Union High,138.0,126.0,0.9129999999999999,98.0,0.7101000000000001,439.0,126.0,0.75,11593194.09,876.6,13225.18148528405,High,0.5454545454545454,47.41818181818182,5.163636363636364,16.381818181818183,12.436363636363636,55,968.0,371.0,0.38326446280991733,17.6,225.5,50.0,26.0,24.0,22.0,22.0,38.0,0.76
Scott Valley Unified,32.0,18.0,0.5625,14.0,0.4375,104.0,32.0,0.7273000000000001,8776308.74,633.16,13861.123160022744,Unified,0.8,44.7,3.74,11.34,7.9,50,763.0,498.0,0.6526867627785059,15.26,44.0,27.0,20.0,20.0,21.0,21.0,11.0,0.40740000000000004
Scotts Valley Unified,180.0,168.0,0.9333,146.0,0.8111,428.0,132.0,0.8684000000000001,23959088.42,2328.43,10289.804039631856,Unified,0.7647058823529411,46.11764705882353,5.617647058823529,14.279411764705882,10.485294117647058,136,2476.0,322.0,0.13004846526655897,18.205882352941178,193.0,60.0,27.0,26.0,25.0,25.0,52.0,0.8667
Selma Unified,284.0,168.0,0.5915,110.0,0.3873,980.0,98.0,0.39520000000000005,83968563.15,6099.85,13765.676721558728,Unified,0.7518610421836228,43.521091811414394,5.076923076923077,15.022332506203474,12.49379652605459,403,6924.0,5933.0,0.8568746389370306,17.181141439205955,321.0,8.0,,,,,,
Sequoia Union High,1774.0,1380.0,0.6787125,1152.0,0.5249375000000001,4942.0,1941.0,0.6066,161718393.86,8336.71,19398.34705297414,High,0.6180758017492711,42.255102040816325,5.28134110787172,13.533527696793003,9.479591836734693,686,10750.0,4775.0,0.4441860465116279,15.670553935860058,608.875,157.5,24.0,23.0,23.142857142857142,23.285714285714285,123.14285714285714,0.6145571428571429
Shandon Joint Unified,0.0,0.0,,0.0,,44.0,0.0,,4479224.87,283.55,15796.948933168753,Unified,0.8,41.4,4.28,9.68,5.24,25,320.0,266.0,0.83125,12.8,18.0,2.0,,,,,,
Shasta Union High,526.0,468.0,0.89876,390.0,0.7445999999999999,2534.0,468.0,0.8475199999999999,57100002.29,4097.72,13934.57881211991,High,0.48881789137380194,45.78274760383387,4.5495207667731625,14.613418530351439,11.53035143769968,313,6337.0,2718.0,0.4289095786649834,20.24600638977636,358.2857142857143,32.857142857142854,27.0,25.25,25.0,25.0,45.25,0.8453499999999999
Sierra Sands Unified,172.0,152.0,0.8837,126.0,0.7326,731.0,160.0,0.8162999999999999,57305929.19,4849.05,11817.970363267032,Unified,0.7986798679867987,43.759075907590756,4.303630363036303,12.369636963696369,11.013201320132014,303,5570.0,3677.0,0.6601436265709156,18.382838283828384,342.0,15.0,27.0,26.0,27.0,26.0,14.0,0.9333
Sierra Unified,56.0,52.0,0.9286,30.0,0.5357,175.0,28.0,0.6087,17211194.94,1194.08,14413.770383893878,Unified,0.7411764705882353,46.64705882352941,4.329411764705882,16.941176470588236,12.882352941176471,85,1400.0,718.0,0.5128571428571429,16.470588235294116,97.0,14.0,,,,,,
Sierra-Plumas Joint Unified,10.0,0.0,,0.0,,62.0,0.0,,5792083.7,377.56,15340.829801885793,Unified,0.7419354838709677,51.32258064516129,3.774193548387097,11.709677419354838,9.838709677419354,31,441.0,199.0,0.4512471655328798,14.225806451612904,21.0,3.0,,,,,,
Silver Valley Unified,50.0,39.0,0.7958500000000001,33.0,0.6733500000000001,212.0,0.0,,30307581.43,2033.86,14901.50818148742,Unified,0.746268656716418,40.97014925373134,4.104477611940299,12.208955223880597,8.977611940298507,134,2574.0,1343.0,0.5217560217560218,19.208955223880597,94.5,2.0,,,,,,
Simi Valley Unified,642.0,564.0,0.8921,436.0,0.6966,2857.0,587.0,0.831225,177362376.93,15734.71,11272.046127955331,Unified,0.7849944008958567,47.60582306830907,4.349384098544233,15.175811870100784,15.08622620380739,893,17479.0,6626.0,0.3790834715944848,19.573348264277715,546.8,63.6,25.25,25.25,24.0,24.5,60.5,0.8085
Siskiyou Union High,78.0,52.0,0.83615,33.0,0.539,242.0,31.0,0.6212500000000001,8741694.07,515.06,16972.185900671768,High,0.5652173913043478,48.47826086956522,4.239130434782608,14.630434782608695,11.282608695652174,46,609.0,340.0,0.5582922824302134,13.23913043478261,73.0,14.5,21.0,21.0,19.0,19.0,14.0,0.4828
Snowline Joint Unified,276.0,222.0,0.81025,134.0,0.48905,1064.0,169.0,0.6525,87666436.84,6985.67,12549.467243657373,Unified,0.7055555555555556,46.91388888888889,6.205555555555556,12.383333333333333,11.61111111111111,360,8557.0,5924.0,0.6922987028164076,23.769444444444446,367.3333333333333,38.0,22.0,21.0,23.0,22.0,34.0,0.6018
Soledad Unified,282.0,120.0,0.4255,52.0,0.1844,746.0,38.0,0.2346,60495166.91,4622.05,13088.384355426704,Unified,0.6413043478260869,42.369565217391305,4.898550724637682,13.0,8.271739130434783,276,5236.0,4769.0,0.9108097784568373,18.971014492753625,388.5,69.0,18.0,16.0,17.0,18.0,14.0,0.2029
Sonoma Valley Unified,182.0,142.0,0.7802,106.0,0.5824,691.0,134.0,0.5447,51923529.47,3624.02,14327.605661668533,Unified,0.7463768115942029,45.45652173913044,4.115942028985507,12.30072463768116,10.08695652173913,276,4521.0,2832.0,0.6264100862641009,16.380434782608695,286.0,47.0,25.0,24.0,23.0,23.0,31.0,0.6596
Sonora Union High,82.0,75.0,0.9259000000000001,62.0,0.76555,478.0,40.0,0.7143,13308893.38,956.74,13910.66891736522,High,0.5185185185185185,46.333333333333336,4.5,18.074074074074073,13.185185185185185,54,1197.0,540.0,0.45112781954887216,22.166666666666668,169.66666666666666,7.333333333333333,,,,,,
South Monterey County Joint Union High,352.0,170.0,0.4929666666666667,58.0,0.17846666666666666,1182.0,66.0,0.31383333333333335,30055679.87,2200.76,13656.954811065267,High,0.5819672131147541,42.64754098360656,4.532786885245901,10.639344262295081,8.540983606557377,122,2672.0,2302.0,0.8615269461077845,21.901639344262296,271.0,44.0,18.0,17.0,17.0,17.333333333333332,9.333333333333334,0.17016666666666666
South Pasadena Unified,362.0,350.0,0.9669,320.0,0.884,660.0,342.0,0.9396,49919287.16,4627.27,10788.06448726787,Unified,0.7831325301204819,45.3855421686747,6.176706827309237,13.726907630522089,9.180722891566266,249,5021.0,960.0,0.19119697271459868,20.164658634538153,369.5,93.0,28.0,27.0,27.0,27.0,78.0,0.8387
South San Francisco Unified,472.0,392.0,0.8298,314.0,0.6583,1306.0,182.0,0.7271333333333333,103511767.67,7982.84,12966.784711957149,Unified,0.744140625,42.212890625,4.302734375,11.755859375,10.177734375,512,8928.0,4474.0,0.5011200716845878,17.4375,429.6666666666667,27.333333333333332,23.0,23.333333333333332,24.333333333333332,22.666666666666668,20.666666666666668,0.7552
Southern Humboldt Joint Unified,26.0,0.0,,0.0,,92.0,0.0,,9447330.49,690.22,13687.4192141636,Unified,0.7111111111111111,46.111111111111114,3.422222222222222,7.7555555555555555,5.066666666666666,45,843.0,538.0,0.638196915776987,18.733333333333334,50.5,9.0,,,,,,
Southern Kern Unified,80.0,58.0,0.725,28.0,0.35,497.0,0.0,,41783045.65,3329.18,12550.551682396266,Unified,0.7268518518518519,42.199074074074076,3.699074074074074,9.393518518518519,6.8842592592592595,216,4090.0,2924.0,0.7149144254278729,18.935185185185187,148.66666666666666,4.0,,,,,,
Stockton Unified,1856.0,998.0,0.5891727272727273,586.0,0.339,5149.0,494.0,0.45645454545454545,500026300.5,32964.89,15168.450448340644,Unified,0.7233835683033544,46.145357316480315,4.543509965969859,13.54399611084103,13.272241127856102,2057,46717.0,37082.0,0.7937581608408074,22.711229946524064,406.0,54.46153846153846,19.25,18.125,18.75,18.5,27.75,0.3186375
Summerville Union High,50.0,41.0,0.8366499999999999,31.0,0.6325000000000001,409.0,40.0,0.625,6295861.02,350.21,17977.387910111076,High,0.5942028985507246,47.3768115942029,3.463768115942029,9.768115942028986,6.0,69,1197.0,503.0,0.4202172096908939,17.347826086956523,93.0,6.0,,,,,,
Sutter Union High,98.0,88.0,0.898,64.0,0.6531,367.0,60.0,0.6977,8138204.03,723.2,11253.047607853981,High,0.39473684210526316,47.526315789473685,3.763157894736842,15.973684210526315,13.157894736842104,38,817.0,294.0,0.3598531211750306,21.5,180.0,22.0,25.0,22.0,24.0,23.0,17.0,0.7726999999999999
Sweetwater Union High,5216.0,4006.0,0.7315384615384615,2811.0,0.48746153846153845,13475.0,2447.0,0.5565846153846153,468898039.49,36824.64,12733.268797468218,High,0.5924256086564472,45.07484220018034,5.328223624887285,15.454463480613166,13.71370604147881,2218,44343.0,27127.0,0.6117538281126672,19.99233543733093,1022.0,126.93333333333334,20.76923076923077,20.0,20.23076923076923,20.53846153846154,67.84615384615384,0.45853076923076924
Taft Union High,92.0,66.0,0.7173999999999999,30.0,0.3261,477.0,34.0,0.3542,21214926.93,952.54,22271.953860205347,High,0.5694444444444444,45.72222222222222,5.472222222222222,14.180555555555555,9.402777777777779,72,1113.0,809.0,0.7268643306379156,15.458333333333334,221.0,35.0,21.0,18.0,19.0,19.0,11.0,0.3143
Tahoe-Truckee Unified,210.0,166.0,0.7945666666666668,140.0,0.6806666666666666,589.0,224.0,0.7629999999999999,69497224.88,3675.66,18907.413873970934,Unified,0.8051948051948052,46.535714285714285,4.762987012987013,14.730519480519481,13.12012987012987,308,4332.0,1806.0,0.4168975069252078,14.064935064935066,145.5,39.0,26.0,25.0,25.0,25.0,43.666666666666664,0.8418000000000001
Tamalpais Union High,870.0,824.0,0.9580500000000001,722.0,0.83215,2426.0,978.0,0.8772399999999999,94233344.32,4784.59,19695.176456080873,High,0.5835694050991501,45.29178470254958,5.073654390934844,15.339943342776204,11.127478753541077,353,5244.0,624.0,0.11899313501144165,14.855524079320114,481.8,164.8,28.5,28.5,26.0,26.25,185.25,0.9028
Tehachapi Unified,124.0,102.0,0.8226,66.0,0.5323,606.0,86.0,0.8776,43350427.29,4029.78,10757.517107633666,Unified,0.7918552036199095,47.56108597285068,3.8009049773755654,13.194570135746606,10.389140271493213,221,4662.0,2228.0,0.4779064779064779,21.09502262443439,288.0,14.0,,,,,,
Temecula Valley Unified,2028.0,1718.0,0.8597400000000001,1186.0,0.57746,4831.0,1638.0,0.73448,282842860.92,26622.22,10624.31536212983,Unified,0.7561290322580645,46.49483870967742,6.16258064516129,17.410967741935483,12.74,1550,31684.0,9363.0,0.2955119303118293,20.441290322580645,798.0,209.66666666666666,23.8,23.0,22.0,22.8,166.2,0.6763199999999999
Temple City Unified,470.0,438.0,0.9319,390.0,0.8298000000000001,990.0,464.0,0.8787999999999999,59227544.92,5529.05,10712.0653493819,Unified,0.7391304347826086,45.61204013377927,5.551839464882943,16.270903010033443,14.244147157190636,299,5863.0,2595.0,0.44260617431349136,19.608695652173914,505.0,90.0,27.0,27.0,27.0,26.0,80.0,0.8889
Templeton Unified,108.0,96.0,0.9056,66.0,0.6225,426.0,113.0,0.83095,25289893.54,2311.36,10941.564074830401,Unified,0.796875,45.6953125,4.6015625,14.9609375,11.1953125,128,2548.0,583.0,0.22880690737833595,19.90625,133.33333333333334,46.0,24.0,24.0,22.0,23.0,50.0,0.7245999999999999
Torrance Unified,1590.0,1390.0,0.87238,1154.0,0.72334,3846.0,1340.0,0.82208,246874250.31,22483.7,10980.14340655675,Unified,0.7714502657555049,45.44343204252088,5.389521640091116,16.0334092634776,13.73955960516325,1317,24277.0,8191.0,0.3373975367631915,18.433561123766136,823.4,176.0,24.6,24.2,24.6,24.0,133.6,0.74866
Tracy Joint Unified,966.0,773.0,0.7948000000000001,524.0,0.5434599999999999,3230.0,498.0,0.7199199999999999,162366066.49,13971.6,11621.150511752412,Unified,0.7371638141809291,45.974327628361856,4.49877750611247,14.493887530562347,12.54278728606357,818,17353.0,10044.0,0.5788048176107877,21.213936430317847,585.6,64.0,22.5,21.5,21.5,22.0,40.25,0.539
Travis Unified,326.0,264.0,0.8123,180.0,0.55385,902.0,206.0,0.7153,58423236.52,5289.46,11045.217568523063,Unified,0.7450980392156863,45.552287581699346,4.872549019607843,12.529411764705882,11.38562091503268,306,5960.0,1783.0,0.29916107382550333,19.477124183006534,393.0,40.0,25.0,23.0,23.0,24.0,28.0,0.7
Trinity Alps Unified,20.0,0.0,,0.0,,155.0,36.0,0.6207,10470101.73,682.24,15346.654740267355,Unified,0.5192307692307693,46.76923076923077,4.711538461538462,14.846153846153847,10.307692307692308,52,807.0,490.0,0.6071871127633209,15.51923076923077,92.0,15.0,24.0,24.0,23.0,23.0,11.0,0.7333
Trona Joint Unified,18.0,0.0,,0.0,,543.0,0.0,,7416804.71,264.78,28011.196880429037,Unified,0.7732997481108312,41.41309823677582,3.9672544080604535,8.448362720403022,1.7128463476070528,397,336.0,249.0,0.7410714285714286,0.8463476070528967,215.66666666666666,0.6666666666666666,,,,,,
Tulare Joint Union High,794.0,468.0,0.58955,318.0,0.401225,2786.0,314.0,0.498475,73170089.68,5379.58,13601.450239609785,High,0.5268456375838926,42.25503355704698,5.268456375838926,12.268456375838927,11.885906040268456,298,6164.0,4521.0,0.7334523036988968,20.684563758389263,425.8333333333333,59.0,20.5,19.25,20.0,19.75,31.5,0.3563
Tulelake Basin Joint Unified,6.0,0.0,,0.0,,59.0,0.0,,5821482.63,363.31,16023.458286311965,Unified,0.39285714285714285,46.535714285714285,4.392857142857143,15.964285714285714,12.214285714285714,28,415.0,354.0,0.8530120481927711,14.821428571428571,25.0,15.0,18.0,15.0,17.0,18.0,1.0,0.0667
Turlock Unified,786.0,598.0,0.7614666666666666,374.0,0.47903333333333337,2484.0,388.0,0.6543,167998002.49,13455.59,12485.368719617647,Unified,0.7131882202304738,43.69270166453265,4.434058898847631,14.416133162612036,11.26504481434059,781,15981.0,10236.0,0.6405106063450348,20.46222791293214,470.6,42.0,23.666666666666668,22.0,22.0,22.0,45.333333333333336,0.6474
Tustin Unified,1522.0,1261.0,0.833875,982.0,0.652175,3805.0,1336.0,0.7060000000000001,246274739.01,22921.38,10744.324251419417,Unified,0.7718531468531469,43.46328671328671,5.925699300699301,13.643356643356643,10.50437062937063,1144,24891.0,10810.0,0.434293519746093,21.757867132867133,777.6,217.6,25.0,24.5,24.5,23.75,201.5,0.72565
Twin Rivers Unified,2312.0,759.0,0.3395,390.0,0.15501,3515.0,187.0,0.41829999999999995,340385281.1,24149.91,14094.681143739253,Unified,0.7293553542887586,45.527970165157164,4.174746936600959,15.671283963771977,12.36174746936601,1877,38702.0,30877.0,0.7978140664565139,20.619072988811933,348.6666666666667,15.166666666666666,20.0,18.333333333333332,19.0,19.0,21.333333333333332,0.38669999999999993
Ukiah Unified,182.0,144.0,0.83735,112.0,0.6506500000000001,928.0,141.0,0.6520333333333334,75204715.36,5592.26,13448.000514997513,Unified,0.7162790697674418,44.39302325581395,3.925581395348837,11.67674418604651,9.613953488372093,430,7128.0,5602.0,0.7859147025813692,16.57674418604651,236.75,11.5,25.0,23.0,23.0,22.5,15.5,0.68875
Upland Unified,592.0,458.0,0.7736,292.0,0.4932,1706.0,412.0,0.6844,119512502.99,10195.74,11721.807636326545,Unified,0.7818499127399651,45.16579406631762,5.485165794066318,14.228621291448517,12.403141361256544,573,11375.0,6640.0,0.5837362637362637,19.851657940663177,815.5,62.0,21.0,21.0,21.0,21.0,30.0,0.4839
Upper Lake Unified,24.0,0.0,,0.0,,148.0,0.0,,10287378.07,760.23,13531.928587401182,Unified,0.6981132075471698,45.0377358490566,4.188679245283019,11.81132075471698,2.5283018867924527,53,924.0,736.0,0.7965367965367965,17.433962264150942,78.5,18.0,18.0,16.0,17.0,17.0,4.0,0.22219999999999998
Vacaville Unified,702.0,549.0,0.8069500000000001,401.0,0.57655,2220.0,432.0,0.71495,122295710.69,10883.27,11237.037277399164,Unified,0.764404609475032,43.69142125480154,3.5685019206145965,11.801536491677338,10.654289372599232,781,14269.0,6425.0,0.4502768238839442,18.270166453265045,380.0,38.8,23.0,22.333333333333332,23.0,22.333333333333332,39.666666666666664,0.6640333333333334
Val Verde Unified,2620.0,1026.0,0.38735,507.0,0.19115,3248.0,478.0,0.170025,235133285.57,19342.17,12156.5101314899,Unified,0.7059980334316618,42.31071779744346,6.2536873156342185,12.129793510324484,10.51425762045231,1017,22290.0,19556.0,0.8773441004934949,21.91740412979351,619.2,16.4,20.0,19.0,19.0,19.0,13.5,0.34645
Vallejo City Unified,554.0,330.0,0.5968,140.0,0.250425,1959.0,180.0,0.41915,150107174.79,10878.6,13798.390858198663,Unified,0.7241379310344828,47.93241379310345,4.4013793103448275,12.335172413793103,9.984827586206897,725,15916.0,11564.0,0.7265644634330234,21.95310344827586,464.0,35.5,20.0,18.666666666666668,18.0,19.333333333333332,13.333333333333334,0.31289999999999996
Valley Center-Pauma Unified,218.0,154.0,0.7064,86.0,0.3945,545.0,88.0,0.6667000000000001,45871848.3,3774.72,12152.384362283825,Unified,0.7393364928909952,46.06161137440758,4.464454976303317,16.805687203791468,14.04739336492891,211,4345.0,2574.0,0.5924050632911393,20.592417061611375,198.66666666666666,33.333333333333336,22.0,21.0,21.0,22.0,25.0,0.5
Ventura Unified,696.0,586.0,0.83788,436.0,0.62886,2453.0,628.0,0.7072,180163180.21,15664.32,11501.500238120774,Unified,0.7571580063626723,46.910922587486745,5.312831389183457,15.963944856839873,14.110286320254508,943,17268.0,9919.0,0.5744151030808432,18.311770943796393,499.6,85.2,23.75,22.25,22.0,22.25,64.25,0.60735
Victor Valley Union High,1002.0,628.0,0.5959571428571427,290.0,0.25958571428571425,4020.0,532.0,0.22737142857142859,136183180.21,9773.36,13934.120937937414,High,0.5801526717557252,44.87595419847328,4.351145038167939,11.032442748091603,8.883587786259541,524,14584.0,12380.0,0.8488754799780581,27.83206106870229,468.75,50.0,19.666666666666668,18.333333333333332,19.0,19.0,21.666666666666668,0.33263333333333334
Visalia Unified,934.0,704.0,0.7525166666666667,435.0,0.4484666666666666,4189.0,438.0,0.65474,328174802.84,27668.73,11860.855299104802,Unified,0.7186484730344379,42.91163092917479,4.460688758934373,13.083170890188434,10.755685510071475,1539,31885.0,22414.0,0.7029637760702525,20.717998700454842,607.5714285714286,53.42857142857143,21.6,20.6,21.0,21.6,40.6,0.5345799999999999
Vista Unified,1054.0,796.0,0.75886,641.0,0.6196400000000001,4368.0,690.0,0.6962200000000001,268375961.4,19704.19,13620.248353269028,Unified,0.73520050922979,45.05983450031827,5.711648631444939,13.957988542329726,11.245703373647359,1571,27460.0,18759.0,0.6831391114348143,17.479312539783578,492.22222222222223,51.333333333333336,25.0,23.4,23.8,23.4,65.6,0.71906
Walnut Valley Unified,1618.0,1442.0,0.8914333333333334,1308.0,0.8086000000000001,2632.0,1412.0,0.9233000000000001,142291876.74,13575.79,10481.29624427013,Unified,0.7445945945945946,44.045945945945945,5.827027027027027,16.855405405405406,13.894594594594595,740,14340.0,3585.0,0.25,19.37837837837838,946.3333333333334,210.66666666666666,27.666666666666668,27.666666666666668,28.333333333333332,27.0,184.0,0.8727666666666666
Warner Unified,22.0,0.0,,0.0,,206.0,0.0,,4095062.81,180.97,22628.406973531524,Unified,0.891156462585034,42.02721088435374,5.258503401360544,13.231292517006803,4.01360544217687,147,1754.0,773.0,0.44070695553021666,11.931972789115646,118.5,1.0,,,,,,
Wasco Union High,368.0,160.0,0.43599999999999994,96.0,0.2616,832.0,32.0,0.5517,21409174.16,1750.19,12232.485707266069,High,0.5393258426966292,41.37078651685393,4.337078651685394,12.48314606741573,10.089887640449438,89,2056.0,1700.0,0.8268482490272373,23.10112359550562,422.0,71.0,19.0,18.0,20.0,20.0,24.0,0.33799999999999997
Washington Unified,528.0,291.0,0.52115,160.0,0.2505,1719.0,216.0,0.397925,34915218.23,2461.02,14187.295605074318,Unified,0.7107309486780715,41.950233281493,3.6889580093312597,12.07153965785381,9.40746500777605,643,12383.0,9164.0,0.7400468384074942,19.258164852255053,285.3333333333333,58.333333333333336,18.5,17.0,18.0,18.0,16.5,0.25425000000000003
Washington Unified,528.0,291.0,0.52115,160.0,0.2505,1719.0,216.0,0.397925,90438943.04,7249.84,12474.612272822573,Unified,0.7107309486780715,41.950233281493,3.6889580093312597,12.07153965785381,9.40746500777605,643,12383.0,9164.0,0.7400468384074942,19.258164852255053,285.3333333333333,58.333333333333336,18.5,17.0,18.0,18.0,16.5,0.25425000000000003
Waterford Unified,132.0,86.0,0.6880666666666667,40.0,0.33379999999999993,580.0,57.0,0.6844,22419982.45,1726.74,12983.994376686704,Unified,0.8127659574468085,46.66382978723404,3.7191489361702126,14.86808510638298,10.114893617021277,235,3944.0,2683.0,0.6802738336713996,16.782978723404256,233.0,4.666666666666667,,,,,,
West Contra Costa Unified,3540.0,1556.0,0.442825,862.0,0.24185,4711.0,631.0,0.5166111111111111,356728761.91,26406.71,13509.019560179971,Unified,0.7184897279289284,43.53970016657413,3.9733481399222654,11.1482509716824,10.178789561354803,1801,34828.0,25254.0,0.7251062363615481,19.338145474736258,397.5,79.16666666666667,19.7,18.9,18.8,18.8,25.0,0.32722999999999997
West Covina Unified,712.0,554.0,0.77715,369.0,0.4676,2305.0,357.0,0.623675,118789978.6,8217.89,14455.04607630426,Unified,0.8046558704453441,42.51417004048583,5.211538461538462,12.878542510121457,9.345141700404858,988,15435.0,10842.0,0.7024295432458698,15.62246963562753,557.25,21.0,24.0,24.0,23.5,23.0,22.5,0.66525
West Sonoma County Union High,274.0,249.0,0.9069333333333334,188.0,0.6906666666666667,886.0,196.0,0.7554,22313161.76,1706.2,13077.694150744344,High,0.6218487394957983,45.57142857142857,4.184873949579832,14.033613445378151,10.378151260504202,119,2063.0,766.0,0.37130392632089193,17.33613445378151,281.0,36.666666666666664,25.666666666666668,24.666666666666668,23.666666666666668,23.666666666666668,26.666666666666668,0.7121333333333333
Western Placer Unified,284.0,221.0,0.8213999999999999,144.0,0.53575,1519.0,200.0,0.7170500000000001,74358031.53,6764.79,10991.920152732015,Unified,0.7934990439770554,45.510516252390055,4.330783938814531,13.841300191204589,9.101338432122372,523,10464.0,3931.0,0.3756689602446483,20.007648183556405,371.75,32.5,24.0,23.0,21.5,23.0,39.5,0.64875
