d_name,gender_code,age,education_level,years_teaching,years_in_district,tchrs_per_district
Moreland,0.8804347826086957,42.48550724637681,5.36231884057971,13.253623188405797,9.376811594202898,276
Moreno Valley Unified,0.7337047353760445,44.9933147632312,5.778272980501392,13.155431754874652,13.1025069637883,1795
Morgan Hill Unified,0.771551724137931,43.64224137931034,4.747844827586207,13.045258620689655,8.183189655172415,464
Morongo Unified,0.6977687626774848,44.68559837728195,4.511156186612576,12.762677484787018,11.123732251521298,493
Mother Lode Union Elementary,0.8666666666666667,49.2,4.266666666666667,17.35,12.183333333333334,60
Mount Pleasant Elementary,0.8110236220472441,40.60629921259842,4.196850393700787,6.755905511811024,5.2047244094488185,127
Mountain Elementary,0.8571428571428571,50.285714285714285,5.428571428571429,18.0,5.785714285714286,14
Mountain Empire Unified,0.821875,42.871875,5.0125,13.396875,5.915625,320
Mountain House Elementary,1.0,36.0,3.0,7.0,6.0,1
Mountain Union Elementary,0.8333333333333334,51.166666666666664,4.166666666666667,6.5,3.3333333333333335,6
Mountain Valley Unified,0.6,48.2,3.9,16.15,12.9,20
Mountain View Elementary,0.8130252100840336,48.21848739495798,5.6911764705882355,18.623949579831933,16.970588235294116,476
Mountain View Whisman,0.8475609756097561,40.545731707317074,5.128048780487805,11.981707317073171,7.7560975609756095,328
Mountain View-Los Altos Union High,0.6254416961130742,42.72791519434629,6.717314487632509,13.752650176678445,10.897526501766784,283
Mt. Baldy Joint Elementary,0.75,48.125,6.0,5.875,5.875,8
Mt. Diablo Unified,0.7761596548004315,46.45900755124056,4.271305285868393,14.738942826321468,11.759439050701186,1854
Mt. Shasta Union Elementary,0.7567567567567568,49.24324324324324,3.918918918918919,16.18918918918919,9.675675675675675,37
Mulberry Elementary,1.0,45.0,2.6,6.4,5.6,5
Mupu Elementary,1.0,42.333333333333336,4.444444444444445,12.666666666666666,12.666666666666666,9
Muroc Joint Unified,0.7102803738317757,43.67289719626168,4.196261682242991,12.373831775700934,9.046728971962617,107
Murrieta Valley Unified,0.7147766323024055,46.56099656357388,5.390893470790378,14.518041237113403,12.489690721649485,1164
Napa County Office of Education,0.8148148148148148,47.592592592592595,4.419753086419753,12.567901234567902,7.716049382716049,81
Napa Valley Unified,0.7355140186915888,44.757009345794394,4.737383177570093,13.986915887850467,11.722429906542056,1070
National Elementary,0.893491124260355,42.57396449704142,4.825443786982248,12.828402366863905,10.355029585798816,338
Natomas Unified,0.7007534983853606,40.695371367061355,4.31216361679225,9.083961248654466,7.3928955866523145,929
Needles Unified,0.7719298245614035,45.578947368421055,6.087719298245614,17.666666666666668,11.280701754385966,57
Nevada City Elementary,0.7192982456140351,49.68421052631579,4.12280701754386,17.280701754385966,10.192982456140351,57
Nevada County Office of Education,0.7407407407407407,46.166666666666664,3.9166666666666665,12.421296296296296,6.152777777777778,216
Nevada Joint Union High,0.5602094240837696,46.712041884816756,4.31413612565445,14.502617801047121,11.225130890052355,191
New Haven Unified,0.6967741935483871,44.58548387096774,3.8967741935483873,15.490322580645161,14.009677419354839,620
New Hope Elementary,0.8666666666666667,44.8,3.6666666666666665,14.8,10.866666666666667,15
New Jerusalem Elementary,0.785063752276867,40.95992714025501,4.375227686703097,8.389799635701275,4.045537340619308,549
Newark Unified,0.7137404580152672,46.2557251908397,4.175572519083969,13.580152671755725,11.736641221374045,262
Newcastle Elementary,0.9193548387096774,41.36290322580645,4.548387096774194,10.064516129032258,6.096774193548387,124
Newhall,0.9310344827586207,43.03713527851459,5.031830238726791,14.771883289124668,12.026525198938993,377
Newman-Crows Landing Unified,0.6844919786096256,41.0427807486631,3.802139037433155,11.631016042780749,9.171122994652407,187
Newport-Mesa Unified,0.7744945567651633,44.64541213063764,6.247278382581649,13.40746500777605,12.699844479004666,1286
Nicasio,0.8,41.8,4.8,6.8,4.4,5
Norris Elementary,0.8755760368663594,41.6036866359447,4.783410138248848,13.341013824884792,9.953917050691244,217
North County Joint Union Elementary,0.8461538461538461,43.76923076923077,3.4615384615384617,11.205128205128204,7.487179487179487,39
North Cow Creek Elementary,0.7692307692307693,44.15384615384615,2.8461538461538463,12.153846153846153,8.461538461538462,13
North Monterey County Unified,0.7519083969465649,43.912213740458014,3.4427480916030535,11.450381679389313,9.080152671755725,262
Northern Humboldt Union High,0.5813953488372093,45.5968992248062,4.449612403100775,14.868217054263566,11.589147286821705,129
Norwalk-La Mirada Unified,0.7051792828685259,47.27490039840637,5.743027888446215,13.842629482071713,13.560756972111554,1004
Novato Unified,0.7532188841201717,46.05150214592275,4.830472103004292,14.130901287553648,10.278969957081545,466
Nuestro Elementary,0.9487179487179487,43.51282051282051,4.128205128205129,11.076923076923077,3.4615384615384617,39
Nuview Union ,0.7798165137614679,43.26605504587156,4.339449541284404,13.027522935779816,10.477064220183486,109
Oak Grove Elementary,0.8318098720292505,43.41864716636197,5.025594149908592,12.544789762340036,8.648994515539306,547
Oak Grove Union Elementary,0.8,44.165217391304346,4.034782608695652,13.31304347826087,6.947826086956522,115
Oak Park Unified,0.7542372881355932,46.82203389830509,5.4025423728813555,16.36864406779661,11.919491525423728,236
Oak Run Elementary,0.8333333333333334,40.0,3.0,5.833333333333333,2.8333333333333335,6
Oak Valley Union Elementary,0.8333333333333334,42.53333333333333,3.433333333333333,8.666666666666666,7.466666666666667,30
Oak View Union Elementary,0.7727272727272727,48.13636363636363,3.590909090909091,18.40909090909091,14.409090909090908,22
Oakdale Joint Unified,0.6605839416058394,43.916058394160586,3.8065693430656933,14.992700729927007,12.021897810218977,274
Oakland Unified,0.6949624269412747,40.85443918730866,3.082939048149179,9.24993042026162,7.699693849151127,3593
Oakley Union Elementary,0.8591065292096219,43.36082474226804,4.347079037800687,13.563573883161512,10.168384879725085,291
Ocean View,0.872072072072072,44.69189189189189,6.084684684684684,16.30990990990991,13.992792792792793,555
Oceanside Unified,0.7593778591033852,45.56633119853614,5.268984446477584,14.93687099725526,12.371454711802379,1093
Ojai Unified,0.7682119205298014,48.980132450331126,5.417218543046357,19.211920529801326,17.350993377483444,151
Old Adobe Union,0.8712121212121212,46.18939393939394,3.462121212121212,16.78787878787879,11.007575757575758,132
Ontario-Montclair,0.8129084967320261,45.11683006535948,5.921568627450981,15.969771241830065,14.497549019607844,1224
Orange Center,0.8433048433048433,41.484330484330485,4.689458689458689,11.35897435897436,5.042735042735043,351
Orange County Department of Education,0.738562091503268,44.89052287581699,5.560457516339869,14.133986928104575,9.504901960784315,612
Orange Unified,0.7420494699646644,45.481978798586574,5.501766784452297,14.395053003533569,12.612014134275618,1415
Orchard Elementary,0.8888888888888888,40.93333333333333,4.733333333333333,10.422222222222222,8.266666666666667,45
Orcutt Union Elementary,0.7745454545454545,45.24363636363636,5.174545454545455,15.367272727272727,12.414545454545454,275
Orick Elementary,0.5,55.0,4.25,15.0,6.25,4
Orinda Union Elementary,0.8407643312101911,46.05732484076433,5.1210191082802545,14.490445859872612,10.745222929936306,157
Orland Joint Unified,0.7596899224806202,41.48837209302326,3.806201550387597,11.426356589147288,10.131782945736434,129
Oro Grande,0.6169354838709677,39.66129032258065,4.342741935483871,7.487903225806452,3.2016129032258065,248
Oroville City Elementary,0.7662337662337663,47.032467532467535,4.681818181818182,16.084415584415584,12.025974025974026,154
Oroville Union High,0.48,46.528,3.656,14.848,13.632,125
Outside Creek Elementary,0.4,43.0,3.6,10.6,3.6,5
Owens Valley Unified,0.7777777777777778,46.111111111111114,5.0,7.666666666666667,2.0,9
Oxnard,0.8220164609053497,44.03909465020576,4.824074074074074,18.296296296296298,11.765432098765432,972
Oxnard Union High,0.549263873159683,45.18006795016988,4.855039637599094,12.388448471121178,12.14722536806342,883
Pacheco Union Elementary,0.8571428571428571,41.69047619047619,4.214285714285714,9.452380952380953,8.261904761904763,42
Pacific Elementary,0.875,49.875,5.5,15.75,6.125,8
Pacific Grove Unified,0.7222222222222222,47.201388888888886,5.583333333333333,18.875,10.402777777777779,144
Pacific Union Elementary,0.8,42.8,3.6615384615384614,13.353846153846154,11.03076923076923,65
Pacifica,0.8273809523809523,46.31547619047619,4.809523809523809,13.714285714285714,10.755952380952381,168
Pajaro Valley Unified,0.7271702367531003,45.34160090191657,3.2130777903043968,10.686583990980834,10.43630214205186,887
Palermo Union Elementary,0.8333333333333334,43.37179487179487,3.371794871794872,12.846153846153847,11.08974358974359,78
Palm Springs Unified,0.6970160673297628,44.923488905891354,6.058148431522571,15.085692425401684,11.265493496557001,1307
Palmdale Elementary,0.7619771863117871,46.00684410646388,3.8722433460076044,14.156653992395437,11.665399239543726,1315
Palo Alto Unified,0.7530737704918032,45.34938524590164,5.930327868852459,13.532786885245901,10.22233606557377,976
Palo Verde Unified,0.7052023121387283,43.79190751445087,5.086705202312139,11.815028901734104,8.624277456647398,173
Palo Verde Union Elementary,0.7142857142857143,41.535714285714285,3.9285714285714284,10.642857142857142,10.428571428571429,28
Palos Verdes Peninsula Unified,0.7772277227722773,45.28052805280528,6.805280528052806,16.016501650165015,12.938943894389439,606
Panama-Buena Vista Union,0.8074222668004012,43.876629889669005,4.1594784353059175,10.59679037111334,9.873620862587764,997
Panoche Elementary,1.0,63.0,7.0,38.0,5.0,1
Paradise Elementary,0.8333333333333334,49.75,4.0,16.0,12.666666666666666,12
Paradise Unified,0.6987951807228916,46.52610441767068,3.8634538152610443,14.891566265060241,11.156626506024097,249
Paramount Unified,0.751412429378531,43.154802259887006,6.205649717514124,15.169491525423728,13.12090395480226,885
Parlier Unified,0.6363636363636364,41.21212121212121,5.171717171717172,10.914141414141413,9.484848484848484,198
Pasadena Unified,0.7348643006263048,45.79749478079332,5.116910229645094,14.383089770354905,12.962421711899792,958
Paso Robles Joint Unified,0.7506561679790026,46.267716535433074,4.425196850393701,13.965879265091864,11.73228346456693,381
Patterson Joint Unified,0.7327327327327328,42.16216216216216,3.945945945945946,10.852852852852854,8.486486486486486,333
Peninsula Union ,1.0,42.75,3.0,11.75,6.25,4
Penn Valley Union Elementary,0.9117647058823529,48.61764705882353,4.676470588235294,15.323529411764707,10.823529411764707,34
Perris Elementary,0.8753709198813057,43.2433234421365,4.0,12.738872403560832,12.01780415430267,337
Perris Union High,0.5263157894736842,44.136452241715396,5.53411306042885,11.97270955165692,8.84990253411306,513
Petaluma City Elementary,0.8870967741935484,46.274193548387096,4.994623655913978,15.086021505376344,9.801075268817204,186
Petaluma Joint Union High,0.6615384615384615,47.59076923076923,5.286153846153846,16.815384615384616,11.65846153846154,325
Piedmont City Unified,0.7798165137614679,47.60091743119266,5.674311926605505,17.527522935779817,11.087155963302752,218
Pierce Joint Unified,0.7283950617283951,42.148148148148145,3.4444444444444446,10.555555555555555,9.938271604938272,81
Pine Ridge Elementary,0.8,45.9,2.5,12.5,8.9,10
Piner-Olivet Union Elementary,0.7777777777777778,48.142857142857146,3.4603174603174605,15.904761904761905,14.857142857142858,63
Pioneer Union Elementary,0.8557692307692307,44.05769230769231,4.125,13.115384615384615,9.403846153846153,104
Pittsburg Unified,0.6946107784431138,43.046407185628745,4.869760479041916,12.402694610778443,8.823353293413174,668
Pixley Union Elementary,0.6911764705882353,40.088235294117645,4.617647058823529,10.117647058823529,7.25,68
Placentia-Yorba Linda Unified,0.7410071942446043,45.38928856914468,5.349320543565148,16.23101518784972,14.312549960031975,1251
Placer County Office of Education,0.8723404255319149,47.11347517730496,4.836879432624113,10.73049645390071,6.971631205673759,141
Placer Hills Union Elementary,0.825,44.55,4.1,15.075,11.0,40
Placer Union High,0.5066079295154186,46.651982378854626,4.6255506607929515,16.352422907488986,11.466960352422907,227
Placerville Union Elementary,0.8533333333333334,45.18666666666667,4.306666666666667,14.253333333333334,10.813333333333333,75
Plainsburg Union Elementary,1.0,35.833333333333336,3.0,8.166666666666666,7.333333333333333,6
Planada Elementary,0.8181818181818182,45.02272727272727,3.522727272727273,11.75,8.931818181818182,44
Plaza Elementary,0.7272727272727273,45.81818181818182,3.3636363636363638,12.090909090909092,9.818181818181818,11
Pleasant Grove Joint Union,0.8181818181818182,42.90909090909091,4.818181818181818,12.545454545454545,9.0,11
Pleasant Ridge Union Elementary,0.8333333333333334,49.25757575757576,4.181818181818182,18.272727272727273,14.181818181818182,66
Pleasant Valley,0.8774509803921569,45.21078431372549,4.786764705882353,14.384803921568627,11.553921568627452,408
Pleasant Valley Joint Union Elementary,1.0,46.8,5.4,15.6,4.6,5
Pleasant View Elementary,0.4583333333333333,44.5,3.9166666666666665,12.083333333333334,10.416666666666666,24
Pleasanton Unified,0.7660818713450293,44.75087719298246,4.414035087719299,11.894736842105264,11.352046783625731,855
Plumas County Office of Education,0.5714285714285714,48.857142857142854,5.142857142857143,11.714285714285714,10.142857142857142,7
Plumas Lake Elementary,0.810126582278481,39.81012658227848,4.012658227848101,10.79746835443038,6.544303797468355,79
Plumas Unified,0.7869822485207101,45.43195266272189,3.6923076923076925,11.242603550295858,10.04733727810651,169
Point Arena Joint Union High,0.5555555555555556,47.5,3.6666666666666665,11.555555555555555,3.388888888888889,18
Pollock Pines Elementary,0.8461538461538461,49.17948717948718,4.589743589743589,15.76923076923077,11.923076923076923,39
Pomona Unified,0.7315096251266464,46.52178318135765,4.372847011144883,14.861702127659575,14.861702127659575,1974
Pond Union Elementary,0.6923076923076923,41.53846153846154,4.0,9.307692307692308,5.846153846153846,13
Pope Valley Union Elementary,0.6666666666666666,45.333333333333336,4.333333333333333,9.333333333333334,2.8333333333333335,6
Porterville Unified,0.6409214092140921,42.94850948509485,4.13550135501355,14.796747967479675,11.697831978319783,738
Portola Valley Elementary,0.8181818181818182,48.56363636363636,5.5636363636363635,18.345454545454544,12.781818181818181,55
Potter Valley Community Unified,0.75,41.8,3.55,10.0,3.45,20
Poway Unified,0.7851890756302521,43.54884453781513,5.69905462184874,11.721638655462185,10.862920168067227,1904
Princeton Joint Unified,0.6153846153846154,41.07692307692308,2.3076923076923075,9.0,6.769230769230769,13
Raisin City Elementary,0.7654723127035831,41.40390879478827,3.8566775244299674,7.986970684039088,1.482084690553746,307
Ramona City Unified,0.7762237762237763,46.32517482517483,5.22027972027972,13.65034965034965,11.160839160839162,286
Rancho Santa Fe Elementary,0.875,41.333333333333336,5.875,14.555555555555555,10.86111111111111,72
Ravendale-Termo Elementary,0.8620689655172413,47.55172413793103,3.8620689655172415,9.827586206896552,5.241379310344827,29
Ravenswood City Elementary,0.7892156862745098,40.59313725490196,4.857843137254902,11.21078431372549,7.857843137254902,204
Raymond-Knowles Union Elementary,0.8571428571428571,40.714285714285715,4.571428571428571,6.857142857142857,4.571428571428571,7
Red Bluff Joint Union High,0.5148514851485149,45.663366336633665,4.346534653465347,15.603960396039604,12.603960396039604,101
Red Bluff Union Elementary,0.7906976744186046,45.945736434108525,3.4573643410852712,12.651162790697674,8.007751937984496,129
Redding Elementary,0.815,46.04,4.25,14.24,10.505,200
Redlands Unified,0.7294938917975567,46.05933682373473,4.7434554973821985,14.157068062827225,13.489528795811518,1146
Redondo Beach Unified,0.8068833652007649,41.56022944550669,5.678776290630975,14.598470363288719,10.449330783938814,523
Redwood City Elementary,0.8172268907563025,44.081932773109244,3.995798319327731,11.760504201680673,9.733193277310924,476
Reed Union Elementary,0.6947368421052632,45.45263157894737,5.810526315789474,15.947368421052632,8.715789473684211,95
Reeds Creek Elementary,0.7272727272727273,50.81818181818182,4.0,18.545454545454547,4.818181818181818,11
Reef-Sunset Unified,0.6285714285714286,42.72857142857143,3.357142857142857,11.014285714285714,9.592857142857143,140
Rescue Union Elementary,0.8383838383838383,47.186868686868685,4.0353535353535355,16.53030303030303,12.570707070707071,198
Rialto Unified,0.7074626865671642,46.026865671641794,5.5380597014925375,14.695522388059702,12.526119402985074,1340
Richfield Elementary,0.8666666666666667,43.06666666666667,3.7333333333333334,13.0,9.4,15
Richgrove Elementary,0.6410256410256411,45.743589743589745,3.3076923076923075,17.512820512820515,16.28205128205128,39
Richland Union Elementary,0.755656108597285,40.932126696832576,4.601809954751131,12.647058823529411,10.072398190045249,221
Richmond Elementary,1.0,44.0,3.4,11.8,6.2,10
Rim of the World Unified,0.6871165644171779,48.061349693251536,6.2024539877300615,14.190184049079754,12.404907975460123,163
Rincon Valley Union Elementary,0.8972332015810277,41.88932806324111,4.687747035573122,12.826086956521738,9.707509881422926,253
Rio Bravo-Greeley Union Elementary,0.8666666666666667,44.416666666666664,4.15,14.95,10.583333333333334,60
Rio Dell Elementary,0.9047619047619048,43.476190476190474,3.142857142857143,10.476190476190476,9.619047619047619,21
Rio Elementary,0.7664233576642335,43.08029197080292,5.383211678832117,14.291970802919709,11.635036496350365,274
Ripon Unified,0.7558139534883721,40.520930232558136,4.230232558139535,10.13953488372093,6.044186046511628,430
River Delta Joint Unified,0.7591240875912408,41.160583941605836,3.9708029197080292,9.824817518248175,7.532846715328467,137
Riverbank Unified,0.7513812154696132,42.950276243093924,3.8011049723756907,12.685082872928177,10.558011049723756,181
Riverdale Joint Unified,0.6041666666666666,42.302083333333336,4.479166666666667,14.270833333333334,11.666666666666666,96
Riverside County Office of Education,0.8286052009456265,43.85933806146572,4.736406619385343,9.736406619385344,5.966903073286052,846
Riverside Unified,0.7571753986332574,44.687927107061505,5.583599088838269,16.064692482915717,13.26378132118451,2195
Roberts Ferry Union Elementary,0.9166666666666666,45.75,5.166666666666667,14.166666666666666,10.583333333333334,12
Robla Elementary,0.7945945945945946,42.12432432432433,4.589189189189189,14.264864864864865,10.643243243243242,185
Rockford Elementary,0.7368421052631579,41.473684210526315,3.210526315789474,8.736842105263158,7.947368421052632,19
Rocklin Unified,0.7830423940149626,44.223192019950126,4.783042394014963,14.329177057356608,10.051122194513717,802
Romoland Elementary,0.7945205479452054,42.58904109589041,4.936073059360731,14.141552511415526,8.689497716894977,219
Rosedale Union Elementary,0.8493975903614458,44.31927710843374,4.581325301204819,14.27710843373494,11.629518072289157,332
Roseland,0.7368421052631579,39.43859649122807,4.017543859649122,10.947368421052632,8.994152046783626,171
Rosemead Elementary,0.8346456692913385,45.55905511811024,5.251968503937008,15.834645669291339,14.362204724409448,127
Roseville City Elementary,0.8375,43.246875,4.5453125,13.871875,10.1953125,640
Roseville Joint Union High,0.5409836065573771,45.3551912568306,6.092896174863388,17.56648451730419,12.77959927140255,549
Ross Elementary,0.825,42.15,5.625,12.65,6.425,40
Ross Valley Elementary,0.8636363636363636,43.74242424242424,4.545454545454546,12.075757575757576,8.083333333333334,132
Round Valley Joint Elementary,0.8,44.2,3.7,7.8,6.6,10
Round Valley Unified,0.7027027027027027,44.945945945945944,2.972972972972973,6.8108108108108105,4.486486486486487,37
Rowland Unified,0.7586206896551724,45.23152709359606,5.623152709359606,15.677339901477833,13.479064039408867,812
SBC - High Tech High,0.7019867549668874,33.81456953642384,5.086092715231788,3.4635761589403975,2.5695364238410594,151
SBE - Academia Avance Charter,0.4,41.08,4.32,7.96,2.56,25
SBE - Anahuacalmecac International University Prep,0.75,41.75,4.9,11.95,3.7,20
SBE - Audeo Charter II,0.6666666666666666,38.44444444444444,5.722222222222222,10.444444444444445,2.5555555555555554,18
SBE - Barack Obama Charter,0.88,34.44,3.96,7.84,3.84,25
SBE - Baypoint Preparatory Academy,0.8787878787878788,38.21212121212121,4.545454545454546,5.333333333333333,2.0,33
SBE - Baypoint Preparatory Academy San Diego,0.9285714285714286,35.92857142857143,3.5,2.142857142857143,2.142857142857143,14
SBE - Celerity Himalia,0.8108108108108109,36.37837837837838,4.783783783783784,3.2972972972972974,2.3783783783783785,37
SBE - College Preparatory Middle - La Mesa Spring ,0.6666666666666666,43.666666666666664,4.666666666666667,8.0,5.6,15
SBE - Grossmont Secondary,0.75,35.125,4.875,10.125,1.875,16
SBE - KIPP Bayview Elementary,1.0,28.166666666666668,2.0,2.0,1.0,6
SBE - KIPP Navigate College Prep,0.7,32.3,3.0,4.1,1.6,10
SBE - Latitude 37.8 High,0.0,34.5,5.333333333333333,5.0,2.3333333333333335,6
SBE - Magnolia Science Academy Santa Ana,0.7906976744186046,38.651162790697676,4.813953488372093,8.720930232558139,2.558139534883721,43
SBE - New West Charter,0.4888888888888889,35.266666666666666,4.155555555555556,4.377777777777778,4.044444444444444,45
SBE - Olive Grove Charter,0.6,40.266666666666666,5.4,12.6,2.066666666666667,15
SBE - Olive Grove Charter - Buellton,0.7894736842105263,41.36842105263158,5.2105263157894735,11.894736842105264,1.894736842105263,19
SBE - Olive Grove Charter - Lompoc,0.7692307692307693,41.46153846153846,5.0,12.23076923076923,2.1538461538461537,13
SBE - Olive Grove Charter - Orcutt/Santa Maria,0.6470588235294118,41.1764705882353,5.352941176470588,11.823529411764707,1.9411764705882353,17
SBE - Olive Grove Charter - Santa Barbara,0.7586206896551724,41.51724137931034,5.413793103448276,14.172413793103448,2.0689655172413794,29
SBE - OnePurpose,1.0,34.142857142857146,3.0,6.714285714285714,1.5714285714285714,7
SBE - Prepa Tec Los Angeles High,0.7272727272727273,41.27272727272727,3.3636363636363638,7.090909090909091,2.272727272727273,11
SBE - Ridgecrest Charter,0.6666666666666666,39.166666666666664,3.4,9.166666666666666,5.033333333333333,30
SBE - Rocketship Futuro Academy,0.8823529411764706,28.941176470588236,3.6470588235294117,2.764705882352941,1.4705882352941178,17
SBE - Ross Valley Elementary,0.8,48.4,3.5,17.5,1.8,10
SBE - Sweetwater Secondary,0.8,37.2,6.666666666666667,10.6,1.8666666666666667,15
SBE - The New School of San Francisco,0.9,29.6,5.35,6.05,2.2,20
SBE - The School of Arts and Enterprise,0.5517241379310345,35.60344827586207,3.896551724137931,6.741379310344827,3.706896551724138,58
SBE - Thrive Public,0.7848101265822784,32.44303797468354,5.012658227848101,6.556962025316456,2.0,79
SBE - Vista Springs Charter,0.8125,43.75,4.5625,4.8125,1.5,16
Sacramento City Unified,0.6903300076745971,44.38219493476593,3.5602455871066767,13.359554873369149,12.578664620107444,2606
Sacramento County Office of Education,0.7136363636363636,44.481818181818184,4.7,12.772727272727273,6.863636363636363,220
Saddleback Valley Unified,0.7653721682847896,47.07281553398058,4.453883495145631,17.431229773462782,13.846278317152104,1236
Saint Helena Unified,0.7358490566037735,46.41509433962264,5.89622641509434,16.0188679245283,9.528301886792454,106
Salida Union Elementary,0.7595628415300546,42.69945355191257,3.366120218579235,11.857923497267759,10.049180327868852,183
Salinas City Elementary,0.8333333333333334,42.611111111111114,3.876543209876543,11.87448559670782,10.26954732510288,486
Salinas Union High,0.5484988452655889,43.02193995381062,5.264434180138569,11.263279445727482,8.81986143187067,866
San Antonio Union Elementary,1.0,44.9,3.7,11.2,5.3,10
San Ardo Union Elementary,1.0,42.42857142857143,4.285714285714286,7.142857142857143,2.857142857142857,7
San Benito County Office of Education,0.8,49.266666666666666,6.866666666666666,18.533333333333335,5.333333333333333,15
San Benito High,0.55,43.207142857142856,5.414285714285715,10.964285714285714,7.3428571428571425,140
San Bernardino City Unified,0.7219574197648554,44.32920241499841,4.214172227518271,13.99872894820464,12.753415951700031,3147
San Bernardino County Office of Education,0.7398843930635838,47.86512524084778,4.302504816955684,12.926782273603083,11.13102119460501,519
San Bruno Park Elementary,0.8253968253968254,44.11904761904762,4.666666666666667,14.214285714285714,10.253968253968255,126
San Carlos Elementary,0.8789237668161435,44.53811659192825,4.233183856502242,14.946188340807176,9.52914798206278,223
San Diego County Office of Education,0.7463768115942029,44.65072463768116,5.808695652173913,14.334782608695653,7.6173913043478265,690
San Diego Unified,0.7289948453608247,44.62268041237113,5.741881443298969,15.582474226804123,13.52061855670103,7760
San Dieguito Union High,0.6550151975683891,42.82370820668693,6.103343465045593,13.495440729483283,11.85258358662614,658
San Francisco County Office of Education,0.4489795918367347,48.42857142857143,3.5918367346938775,16.79591836734694,16.79591836734694,49
San Francisco Unified,0.6940581542351454,44.15676359039191,2.4391066160977664,13.706068268015171,13.442267172355669,4746
San Gabriel Unified,0.7417582417582418,43.06868131868132,4.983516483516484,12.848901098901099,9.145604395604396,364
San Jacinto Unified,0.7386196769456681,41.33186490455213,5.688693098384729,11.234948604992658,7.976505139500734,681
San Joaquin County Office of Education,0.6909090909090909,41.187012987012984,5.05974025974026,11.27012987012987,7.722077922077922,385
San Jose Unified,0.7494252873563219,42.522413793103446,4.253448275862069,12.504022988505747,10.23448275862069,1740
San Juan Unified,0.7440414507772021,44.98307426597582,4.557512953367875,13.190673575129534,12.94818652849741,2895
San Leandro Unified,0.7069306930693069,45.08514851485148,5.01980198019802,12.633663366336634,9.336633663366337,505
San Lorenzo Unified,0.7254601226993865,44.2760736196319,3.957055214723926,12.927914110429448,10.54601226993865,652
San Lorenzo Valley Unified,0.8295081967213115,46.02622950819672,4.914754098360656,12.131147540983607,8.314754098360655,305
San Lucas Union Elementary,0.8,50.0,3.6,9.8,3.4,5
San Luis Coastal Unified,0.7377398720682303,44.637526652452024,4.59275053304904,14.955223880597014,10.582089552238806,469
San Luis Obispo County Office of Education,0.6949152542372882,44.847457627118644,5.6440677966101696,14.525423728813559,6.932203389830509,59
San Marino Unified,0.786096256684492,45.481283422459896,6.13903743315508,17.032085561497325,11.566844919786096,187
San Mateo County Office of Education,0.7795275590551181,49.38582677165354,6.31496062992126,20.401574803149607,9.88976377952756,127
San Mateo Union High,0.61,43.971666666666664,5.763333333333334,15.111666666666666,10.465,600
San Mateo-Foster City,0.833587786259542,43.81984732824427,4.975572519083969,11.157251908396946,10.01526717557252,655
San Miguel Joint Union,0.8518518518518519,44.833333333333336,4.481481481481482,11.666666666666666,5.703703703703703,54
San Pasqual Union Elementary,0.8421052631578947,47.31578947368421,5.947368421052632,10.605263157894736,10.578947368421053,38
San Pasqual Valley Unified,0.8035714285714286,48.30357142857143,3.857142857142857,15.732142857142858,11.285714285714286,56
San Rafael City Elementary,0.7864768683274022,42.80782918149466,4.473309608540926,11.355871886120996,9.00711743772242,281
San Rafael City High,0.564935064935065,47.12337662337662,4.863636363636363,12.474025974025974,9.344155844155845,154
San Ramon Valley Unified,0.8002232142857143,44.24609375,5.204799107142857,14.225446428571429,10.522879464285714,1792
San Ysidro Elementary,0.7790262172284644,44.39325842696629,5.704119850187266,10.805243445692884,9.730337078651685,267
Sanger Unified,0.6917900403768507,40.99596231493943,4.386271870794078,12.471063257065948,10.76043068640646,743
Santa Ana Unified,0.7087087087087087,45.70307807807808,5.645645645645645,15.853228228228229,13.875,2664
Santa Barbara County Office of Education,0.6976744186046512,49.53488372093023,4.5813953488372094,15.813953488372093,13.883720930232558,43
Santa Barbara Unified,0.6823266219239373,43.44519015659955,5.321029082774049,14.381431767337808,11.91834451901566,894
Santa Clara County Office of Education,0.7508896797153025,40.666666666666664,4.1387900355871885,9.532621589561092,6.4163701067615655,843
Santa Clara Elementary,1.0,36.0,5.333333333333333,7.666666666666667,7.666666666666667,3
Santa Clara Unified,0.7884187082405345,45.702672605790646,4.788418708240535,13.325167037861915,12.174832962138085,898
Santa Cruz City Elementary,0.8587570621468926,46.72316384180791,5.203389830508475,16.610169491525422,11.711864406779661,177
Santa Cruz City High,0.6518987341772152,44.563291139240505,5.0854430379746836,14.990506329113924,10.344936708860759,316
Santa Cruz County Office of Education,0.6826923076923077,46.625,5.3173076923076925,11.653846153846153,7.221153846153846,104
Santa Maria Joint Union High,0.5379146919431279,45.26777251184834,4.424170616113744,12.327014218009479,11.298578199052132,422
Santa Maria-Bonita,0.801377726750861,43.79563719862227,4.593570608495981,11.732491389207807,9.794489092996555,871
Santa Monica-Malibu Unified,0.7256637168141593,45.02949852507375,5.404129793510324,14.85693215339233,12.569321533923304,678
Santa Paula Unified,0.7292307692307692,44.40615384615385,4.96,13.052307692307693,11.123076923076923,325
Santa Rita Union Elementary,0.7762237762237763,43.97202797202797,1.6013986013986015,10.608391608391608,9.671328671328672,143
Santa Rosa Elementary,0.8629032258064516,46.37096774193548,4.14247311827957,10.422043010752688,10.260752688172044,372
